id,name,cgpa,marks,department,yearOfStudy,className,classAdvisorName
23CB057,Sam Thomas,6.64,47.4,CSBS,2nd,CSBS-6,Prof. Bala Nair
23CB058,Uma Robinson,8.37,79.2,CSBS,2nd,CSBS-6,Prof. Bala Nair
23CB059,Laura Allen,7.31,71.3,CSBS,2nd,CSBS-6,Prof. Bala Nair
23CB060,George White,7.98,84.9,CSBS,2nd,CSBS-6,Prof. Bala Nair
23CB061,Laura Walker,9.27,83.1,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB062,Diana White,5.8,45.4,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB063,Zack Lee,7.19,70.0,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB064,Paula Young,6.5,76.5,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB065,Victor White,7.84,57.8,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB066,Bella Garcia,8.3,72.1,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB067,Grace Moore,8.54,80.1,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB068,Grace Robinson,5.61,50.3,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB069,George Wilson,7.98,79.3,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB070,Quinn Brown,8.29,63.8,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB071,Wendy Taylor,7.55,68.6,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB072,Isabella Martinez,9.93,100.0,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB073,Paula Walker,7.35,60.5,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB074,Zack Robinson,8.14,86.0,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB075,Isabella Thompson,8.82,82.9,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB076,Paula Smith,8.21,67.8,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB077,Diana Young,8.86,75.4,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB078,Jack Miller,8.06,85.8,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB079,Grace Martin,7.38,76.5,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB080,Zack Moore,7.97,67.6,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB081,Daniel Brown,7.51,68.0,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB082,Aiden Jones,9.0,77.3,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB083,Quinn Hernandez,6.88,71.9,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB084,John Young,6.75,59.4,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB085,Nina Allen,10.0,100.0,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB086,Ian Brown,8.65,85.9,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB087,Henry White,6.73,66.3,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB088,Emily Taylor,6.94,75.8,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB089,Laura Walker,8.72,84.8,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
23CB090,Jack Rodriguez,8.05,66.4,CSBS,2nd,CSBS-7,Prof. Arun Vignesh
22CB001,Diana Martin,7.36,59.6,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB002,Finn Allen,8.21,76.2,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB003,Kevin Thompson,8.77,82.0,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB004,Henry Garcia,7.8,69.7,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB005,Ian Walker,6.83,66.7,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB006,Chloe Robinson,7.64,67.0,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB007,Yara Smith,8.34,84.8,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB008,Chloe Robinson,8.14,73.8,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB009,Jack Smith,9.12,73.6,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB010,Fiona Wilson,5.54,40.0,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB011,Paula Allen,9.13,67.8,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB012,Xavier Brown,6.62,73.5,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB013,Caleb White,6.92,63.2,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB014,Emily King,8.11,72.1,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB015,Victor King,6.85,63.0,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB016,Ethan Miller,6.46,63.1,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB017,Henry Hall,7.44,84.3,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB018,Grace Robinson,8.35,78.0,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB019,George Allen,7.3,54.0,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB020,Jane Harris,9.74,93.5,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB021,Bella Miller,9.81,79.8,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB022,Quinn Miller,6.85,56.7,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB023,Zack Taylor,8.65,80.0,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB024,Sam Johnson,9.08,84.3,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB025,Ian Allen,5.81,42.9,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB026,Charlie Jackson,7.79,68.0,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB027,Victor Williams,7.46,53.7,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB028,Rachel Thomas,8.28,81.1,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB029,Tina Williams,10.0,92.6,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB030,Sam Johnson,6.41,63.2,CSBS,3rd,CSBS-8,Prof. Bala Ganesh
22CB031,Chloe Robinson,9.09,71.2,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB032,Charlie Hernandez,8.29,66.9,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB033,Finn Martinez,7.88,80.0,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB034,Victor Johnson,5.69,57.7,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB035,Zack Anderson,7.96,81.3,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB036,Tina Wilson,6.83,71.5,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB037,Hannah Jones,7.83,78.7,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB038,Jane Martinez,8.19,68.0,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB039,Daniel Miller,7.26,51.2,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB040,Charlie Wilson,7.57,65.7,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB041,Bella Anderson,8.61,90.0,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB042,Quinn Smith,6.72,62.9,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB043,Aiden Jackson,7.9,60.7,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB044,Rachel Jones,7.4,67.9,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB045,Ethan Jackson,9.38,88.1,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB046,Jane Thompson,9.64,94.5,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB047,Jack Williams,7.34,59.9,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB048,Daniel Davis,6.69,73.1,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB049,Wendy Johnson,8.62,74.2,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB050,Grace King,8.43,76.1,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB051,Henry Martinez,7.13,67.0,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB052,Mike Allen,7.62,75.9,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB053,Jane Clark,8.59,85.4,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB054,Rachel King,6.15,67.1,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB055,Nina White,8.84,74.4,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB056,Julia Lee,9.0,89.9,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB057,Isabella Anderson,7.8,61.8,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB058,Caleb Lewis,8.22,73.1,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB059,John Thomas,6.7,56.1,CSBS,3rd,CSBS-9,Prof. Indu Varman
22CB060,Chloe Walker,6.4,72.6,CSBS,3rd,CSBS-9,Prof. Indu Varman
21CB001,Daniel Wilson,6.16,71.3,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB002,Laura Thompson,6.87,72.2,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB003,Jack Martinez,7.42,67.3,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB004,Tina Allen,7.59,58.3,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB005,Isabella Anderson,9.6,89.9,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB006,Daniel Hall,7.88,69.5,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB007,Julia Thomas,7.84,67.2,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB008,Zack Miller,6.98,68.1,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB009,Oliver Wilson,7.98,63.7,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB010,Kevin White,6.05,63.7,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB011,Fiona Smith,8.85,80.9,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB012,Rachel Allen,8.0,67.0,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB013,Nina Lewis,7.09,64.9,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB014,Wendy Rodriguez,8.67,91.9,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB015,John Hernandez,9.2,84.3,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB016,Tina Smith,9.3,75.5,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB017,Finn Brown,9.11,74.5,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB018,Rachel Hernandez,7.24,59.8,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB019,Ian Harris,6.08,56.6,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB020,John Miller,6.61,51.9,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB021,Finn Smith,8.29,67.8,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB022,Uma Williams,7.56,72.6,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB023,Charlie Taylor,10.0,98.0,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB024,Emily Martin,9.59,78.8,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB025,Charlie Harris,7.84,75.8,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB026,Finn Jackson,8.05,84.5,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB027,Grace Allen,8.82,77.7,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB028,Finn Walker,6.75,55.8,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB029,Lily Smith,8.22,69.8,CSBS,4th,CSBS-10,Dr. Sanjay Meena
21CB030,Nina Hernandez,9.64,93.8,CSBS,4th,CSBS-10,Dr. Sanjay Meena
24AD001,Nina Hall,7.03,70.9,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD002,Tina Thomas,6.89,61.0,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD003,Zack Moore,8.46,89.0,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD004,Victor Davis,7.19,59.9,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD005,Laura Clark,6.97,52.2,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD006,Fiona Young,7.08,78.9,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD007,Laura White,8.33,56.2,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD008,Laura Thompson,6.18,48.8,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD009,Hannah Jackson,7.16,62.7,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD010,Lily Johnson,8.22,76.9,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD011,Sam Hernandez,9.1,80.4,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD012,Isabella Wilson,7.56,59.1,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD013,Ian Robinson,8.04,59.2,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD014,Victor Robinson,7.97,69.4,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD015,Hannah Clark,6.82,54.0,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD016,John Thomas,7.64,72.2,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD017,Nina Davis,7.83,77.9,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD018,Jane Robinson,7.93,69.7,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD019,Isabella Martin,7.96,66.2,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD020,Julia Martinez,7.85,74.8,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD021,Wendy Jones,8.65,78.1,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD022,Laura White,6.48,66.5,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD023,Julia Jones,8.7,75.1,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD024,Charlie Jackson,8.06,82.2,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD025,Tina Brown,9.49,85.3,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD026,Alice Rodriguez,7.28,71.7,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD027,Zack King,8.08,73.4,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD028,Rachel Smith,7.86,64.1,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD029,Aiden Miller,6.68,60.8,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD030,Diana Rodriguez,9.74,100.0,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD031,Henry Miller,7.96,82.1,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD032,Wendy Brown,7.47,56.1,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD033,Finn Lee,7.23,58.1,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD034,Julia Walker,9.44,91.5,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD035,Xavier Moore,6.66,49.4,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD036,Jack Johnson,8.24,74.2,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD037,Oliver Thompson,7.05,54.5,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD038,Rachel Garcia,6.54,53.7,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD039,Julia Jackson,6.83,69.9,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD040,Quinn Clark,9.71,90.8,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD041,Henry Anderson,7.98,66.7,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD042,Zack Clark,7.83,58.9,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD043,Tina Thomas,8.11,69.4,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD044,Emily Robinson,7.73,66.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD045,Sam Williams,6.81,79.1,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD046,Nina Garcia,9.2,80.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD047,Paula Allen,8.61,61.8,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD048,Ian Davis,6.87,61.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD049,George King,9.99,88.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD050,Diana Wilson,7.77,70.3,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD051,Aiden Clark,6.91,72.4,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD052,John Robinson,8.31,89.2,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD053,Charlie Thomas,7.15,70.7,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD054,Ian Williams,8.37,81.5,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD055,Fiona Miller,5.97,57.1,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD056,Jack Jones,8.74,86.9,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD057,Grace Johnson,7.67,72.3,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD058,Julia Hernandez,7.52,73.8,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD059,Hannah King,7.39,63.0,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD060,Yara King,6.08,56.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD061,Charlie Rodriguez,7.63,70.1,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD062,Bella Thompson,8.07,85.7,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD063,Ian Walker,7.5,62.3,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD064,Uma Robinson,7.03,70.3,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD065,Rachel Hernandez,6.2,63.6,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD066,Charlie King,6.78,66.7,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD067,Rachel Harris,7.27,73.0,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD068,Ethan Hall,8.4,79.7,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD069,Ian Lewis,8.34,68.7,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD070,Bella Moore,8.02,72.4,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD071,Laura Young,6.7,53.7,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD072,Grace Jones,7.8,71.9,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD073,Chloe Thompson,7.35,61.3,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD074,Kevin Martinez,7.87,56.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD075,Caleb White,8.0,76.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD076,Finn Clark,8.46,69.6,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD077,Victor Brown,6.92,58.5,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD078,Jane Allen,7.05,70.9,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD079,Caleb Walker,6.52,48.3,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD080,John Anderson,8.11,84.2,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD081,Jane King,9.82,100.0,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD082,Ethan Clark,7.46,69.0,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD083,Nina Hernandez,8.14,74.4,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD084,Finn Martinez,8.24,76.3,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD085,Finn Garcia,8.01,67.6,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD086,John Thomas,6.69,66.0,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD087,Oliver Allen,8.09,73.3,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD088,Charlie Walker,8.24,68.1,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD089,Daniel Brown,7.97,76.6,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD090,Victor Jackson,7.65,78.1,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD091,Bob Thomas,8.34,75.8,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD092,Hannah Hernandez,8.22,71.7,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD093,Fiona Lee,5.8,50.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD094,Hannah Garcia,6.83,63.2,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD095,Isabella Moore,9.66,100.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD096,Finn Hernandez,8.44,70.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD097,Zack Davis,7.98,76.2,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD098,Grace Lewis,8.01,72.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD099,Sam Lee,5.0,51.6,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD100,Bella White,8.01,65.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD101,Tina Robinson,7.78,59.4,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD102,Ian Anderson,7.22,63.8,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD103,Oliver White,6.92,71.7,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD104,Grace Robinson,6.41,44.5,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD105,Jack White,6.87,61.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD106,John Rodriguez,6.86,54.9,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD107,Laura Clark,6.54,76.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD108,Nina Anderson,7.78,71.8,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD109,Jack Jones,7.12,69.2,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD110,Chloe Lewis,9.05,84.8,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD111,Bella Miller,9.67,92.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD112,Victor Clark,8.69,77.8,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD113,Caleb Jones,6.61,74.5,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD114,Mike Robinson,7.49,60.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD115,Tina Young,6.7,70.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD116,Rachel White,8.55,66.6,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD117,Grace Clark,8.82,75.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD118,John Martinez,7.73,61.1,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD119,Lily Walker,6.56,68.7,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD120,Lily Williams,8.57,64.8,AIDS,1st,AIDS-4,Prof. Bala Nathan
23AD001,Ian Lewis,7.42,48.2,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD002,Jane Davis,7.11,75.9,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD003,Julia Hernandez,7.24,71.9,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD004,Diana White,10.0,90.5,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD005,Mike Brown,7.85,75.5,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD006,Fiona King,9.12,81.2,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD007,Henry Davis,7.09,66.9,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD008,Chloe King,6.59,66.8,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD009,George Harris,6.04,49.8,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD010,Yara Martin,9.05,85.2,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD011,Chloe Taylor,8.87,79.3,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD012,Zack Martin,8.94,68.2,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD013,George Walker,8.89,82.5,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD014,Tina Smith,7.74,76.8,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD015,Victor Walker,6.44,48.2,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD016,Oliver Lee,7.87,91.6,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD017,Fiona Taylor,6.17,68.3,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD018,Kevin Davis,7.24,81.8,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD019,Yara Brown,6.77,62.8,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD020,Jane Young,6.65,61.3,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD021,Isabella Martin,9.26,84.5,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD022,Ethan Rodriguez,8.26,85.5,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD023,Wendy Garcia,6.67,54.7,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD024,Sam Rodriguez,6.2,60.0,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD025,Lily Hernandez,7.95,68.4,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD026,Nina Davis,6.43,69.9,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD027,Hannah Clark,7.76,69.1,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD028,Yara White,7.38,81.3,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD029,Charlie Hernandez,8.24,68.7,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD030,Henry Wilson,9.33,71.7,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD031,Mike Clark,6.99,62.9,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD032,Victor Hall,7.26,54.1,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD033,Chloe Thomas,8.33,63.5,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD034,Bella King,8.86,68.7,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD035,Isabella Hall,9.37,68.5,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD036,Julia Rodriguez,6.55,60.1,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD037,Victor Rodriguez,8.43,71.2,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD038,Sam King,9.0,73.9,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD039,Julia Clark,8.45,70.8,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD040,Grace Lewis,6.89,64.2,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD041,Tina Davis,7.17,62.2,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD042,Laura Martinez,9.06,85.6,AIDS,2nd,AIDS-6,Dr. Uma Devi
