id,name,cgpa,marks,department,yearOfStudy,className,classAdvisorName
24AD021,Quinn Thompson,7.64,68.2,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD022,Nina Lewis,5.52,47.9,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD023,Yara Miller,7.08,76.5,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD024,Grace Moore,7.19,72.0,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD025,Charlie Walker,9.14,82.3,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD026,Emily Miller,8.48,68.3,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD027,Nina Williams,9.73,81.7,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD028,Rachel Thompson,8.07,76.4,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD029,Laura Thomas,7.45,65.7,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD030,Kevin Jackson,7.88,63.8,AIDS,1st,AIDS-1,Dr. Indu Nair
24AD001,Hannah Hernandez,8.13,78.4,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD002,Charlie Taylor,8.05,69.5,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD003,Quinn Wilson,7.3,62.9,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD004,Hannah Rodriguez,7.5,67.8,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD005,Tina Thompson,6.73,67.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD006,Diana Brown,9.02,73.5,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD007,Sam Allen,6.26,59.0,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD008,Diana Miller,7.8,65.2,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD009,Jack Lewis,7.73,68.8,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD010,Rachel Martin,7.63,72.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD011,Daniel Young,6.4,52.2,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD012,Rachel Young,6.85,71.5,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD013,Henry Johnson,8.42,62.3,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD014,Alice Williams,8.37,79.5,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD015,Daniel Thomas,5.06,40.0,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD016,Uma Hernandez,6.63,65.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD017,Tina King,6.87,65.4,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD018,Tina Hall,8.25,92.1,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD019,Diana Thomas,8.58,87.9,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD020,Hannah Jackson,8.48,73.8,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD021,Jane Harris,7.65,61.6,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD022,George King,8.56,75.0,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD023,Ethan Harris,8.08,74.2,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD024,Bob Thomas,7.41,63.1,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD025,Nina Davis,6.75,56.1,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD026,Finn Jones,9.64,89.3,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD027,Zack Jones,6.77,51.7,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD028,Xavier Rodriguez,6.88,77.3,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD029,Wendy Robinson,9.81,82.4,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD030,Grace Harris,7.68,79.4,AIDS,1st,AIDS-2,Dr. Anitha Ganesh
24AD001,Victor Thomas,8.35,92.6,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD002,Kevin Rodriguez,7.46,78.5,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD003,Finn Lewis,6.23,64.4,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD004,Fiona Williams,7.91,87.1,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD005,Laura Hernandez,7.03,56.2,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD006,Xavier Taylor,8.63,78.6,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD007,Tina Anderson,5.99,49.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD008,Daniel Clark,8.27,74.6,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD009,Julia Harris,7.07,65.3,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD010,Oliver Allen,8.72,60.4,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD011,Charlie Miller,7.64,64.0,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD012,Bob Davis,8.01,75.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD013,Oliver Smith,8.6,84.7,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD014,Victor Jackson,8.36,68.1,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD015,George Lewis,7.61,68.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD016,Uma Moore,8.56,78.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD017,Wendy Lewis,6.84,47.4,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD018,Laura Lewis,6.82,59.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD019,Chloe Garcia,6.8,53.9,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD020,Kevin King,7.6,81.9,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD021,Aiden Hall,8.5,80.5,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD022,Mike Anderson,8.57,75.2,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD023,Ian Clark,8.42,84.7,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD024,Oliver White,7.11,65.4,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD025,Tina Garcia,8.99,77.2,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD026,Oliver Lewis,6.77,72.6,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD027,Emily Hall,7.72,64.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD028,Nina Taylor,8.62,84.3,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD029,Kevin Williams,7.48,71.2,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD030,Kevin Martin,7.88,77.8,AIDS,1st,AIDS-3,Dr. Chitra Baskaran
24AD001,Victor Davis,6.82,62.1,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD002,Chloe Garcia,6.75,65.2,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD003,Finn Rodriguez,6.5,49.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD004,Nina Wilson,6.16,58.9,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD005,Jane Hernandez,7.14,65.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD006,Henry Johnson,6.82,64.7,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD007,Sam Clark,7.38,61.5,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD008,Isabella King,8.21,73.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD009,Isabella Thomas,7.4,72.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD010,Jack Anderson,9.18,88.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD011,Finn Lee,7.0,49.4,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD012,Victor Lewis,9.25,97.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD013,Caleb Moore,9.09,64.6,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD014,Rachel Lewis,6.3,62.3,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD015,Nina Wilson,8.21,67.7,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD016,Laura White,8.43,66.4,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD017,Jack Thompson,7.7,76.7,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD018,Bob Miller,5.76,50.0,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD019,John Miller,6.75,65.4,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD020,George Allen,8.2,88.1,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD021,Hannah Walker,7.29,71.6,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD022,Victor Garcia,6.89,56.4,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD023,Bella Walker,9.11,77.1,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD024,Finn Davis,8.89,80.9,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD025,Nina Thompson,7.32,54.4,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD026,Uma Moore,8.21,81.2,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD027,Charlie Garcia,9.12,89.1,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD028,Fiona Allen,10.0,87.7,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD029,Paula Clark,7.16,72.9,AIDS,1st,AIDS-4,Prof. Bala Nathan
24AD030,Bella Hernandez,6.9,61.5,AIDS,1st,AIDS-4,Prof. Bala Nathan
23AD001,Finn Walker,7.7,65.9,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD002,Yara Robinson,8.43,83.6,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD003,Isabella Hall,9.08,85.2,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD004,Uma Martinez,9.55,82.7,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD005,Ethan Hernandez,7.55,61.4,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD006,Chloe Hernandez,6.75,59.4,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD007,Tina Allen,6.72,57.1,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD008,Julia Martin,8.54,81.3,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD009,Ethan Hernandez,7.64,51.2,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD010,Emily Hall,7.32,62.0,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD011,Kevin Wilson,7.02,71.9,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD012,Diana Hall,7.83,87.4,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD013,Uma King,7.27,69.8,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD014,Charlie Hernandez,8.24,78.4,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD015,Charlie Lewis,7.56,73.3,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD016,Oliver Jones,6.82,77.9,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD017,Alice Taylor,6.89,66.1,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD018,Sam Walker,7.18,67.7,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD019,Xavier Davis,8.31,71.5,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD020,Charlie Allen,7.67,57.9,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD021,Wendy Walker,8.66,78.5,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD022,Bob Thompson,6.64,55.2,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD023,Henry Lewis,8.12,68.3,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD024,Paula Garcia,8.67,64.7,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD025,Rachel Moore,6.73,61.3,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD026,Victor Rodriguez,9.19,82.8,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD027,Diana Rodriguez,7.61,76.0,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD028,Chloe Hall,8.6,86.5,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD029,Ethan Lewis,8.53,75.8,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD030,Diana Lewis,6.79,63.6,AIDS,2nd,AIDS-5,Prof. Uma Lakshmi
23AD001,Finn Wilson,7.96,95.3,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD002,Bella Lee,7.12,64.3,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD003,Grace Taylor,6.11,66.0,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD004,Grace Thompson,7.37,53.0,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD005,Henry King,8.27,75.2,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD006,Jack Davis,6.63,61.9,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD007,Henry Martinez,7.22,87.5,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD008,Isabella Thompson,9.14,82.0,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD009,Hannah Miller,7.26,70.1,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD010,Quinn Moore,7.99,80.8,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD011,Mike Garcia,5.38,47.7,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD012,Kevin Allen,8.5,82.2,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD013,Wendy Thomas,8.37,62.9,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD014,Ethan Johnson,9.01,79.3,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD015,Kevin Johnson,6.97,52.7,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD016,Zack Clark,8.85,84.9,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD017,Nina Allen,6.83,60.9,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD018,Alice Jackson,8.25,91.2,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD019,Ian Johnson,5.75,40.3,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD020,Julia Robinson,8.2,73.8,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD021,Emily Martin,9.95,81.4,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD022,Grace Smith,7.71,71.4,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD023,Laura Hall,10.0,83.4,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD024,Kevin Walker,7.61,70.7,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD025,George Wilson,6.73,79.8,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD026,Victor Smith,8.93,78.5,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD027,Paula Allen,7.14,66.4,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD028,Chloe Miller,5.76,40.0,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD029,Rachel Clark,9.73,90.7,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD030,Nina Anderson,6.06,44.0,AIDS,2nd,AIDS-6,Dr. Uma Devi
23AD001,Diana King,6.3,72.1,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD002,Charlie King,7.04,69.6,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD003,Jack Taylor,8.96,60.5,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD004,Yara Allen,9.12,88.4,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD005,Jane Martinez,7.84,86.9,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD006,Hannah Martinez,8.32,67.6,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD007,Ethan Brown,8.6,68.2,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD008,Kevin Martinez,7.23,76.4,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD009,Quinn Thomas,5.51,44.7,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD010,Rachel Walker,7.38,75.5,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD011,Grace Jones,8.35,87.7,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD012,Daniel Allen,7.5,65.8,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD013,Paula Rodriguez,9.27,88.4,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD014,Uma Davis,9.13,85.4,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD015,Kevin Allen,9.27,91.2,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD016,Grace Thompson,7.4,70.9,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD017,Diana White,8.04,70.4,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD018,Caleb Moore,6.77,68.3,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD019,Bob Clark,8.43,72.1,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD020,Finn Young,7.64,72.3,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD021,Henry Hall,6.82,52.9,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD022,Henry King,9.49,73.9,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD023,Caleb Robinson,9.96,100.0,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD024,Bob Martinez,8.37,71.1,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD025,Bella Jones,6.78,40.0,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD026,Fiona Williams,7.7,73.6,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD027,Finn Brown,7.3,55.5,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD028,Daniel Anderson,8.0,81.3,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD029,Wendy White,8.14,69.8,AIDS,2nd,AIDS-7,Prof. Arun Pillai
23AD030,Oliver Martin,8.94,82.0,AIDS,2nd,AIDS-7,Prof. Arun Pillai
22AD001,Henry Martinez,8.49,87.4,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD002,Sam Brown,7.44,74.3,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD003,Bella Garcia,6.41,54.2,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD004,Alice White,7.67,61.5,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD005,Xavier Thomas,8.85,67.7,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD006,Tina Miller,7.52,68.7,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD007,Kevin Taylor,7.08,59.0,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD008,Alice Taylor,7.5,67.7,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD009,Aiden Smith,7.51,77.2,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD010,Sam Miller,8.35,75.5,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD011,Emily Martinez,8.1,78.5,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD012,Mike Wilson,8.67,79.7,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD013,Wendy Martin,8.48,87.0,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD014,Ian Martinez,7.79,79.5,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD015,Emily Smith,8.51,68.7,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD016,Yara Garcia,7.62,72.2,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD017,Kevin Lewis,8.03,75.8,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD018,Ethan Allen,7.79,77.8,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD019,Oliver Hall,8.62,74.2,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD020,John Hall,7.16,55.2,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD021,Ethan Young,9.09,75.5,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD022,Fiona Taylor,8.31,82.1,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD023,Ian Moore,7.38,71.8,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD024,Bob King,9.14,82.6,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD025,Alice Jones,8.9,91.1,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD026,Mike Taylor,8.16,61.0,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD027,Caleb Thomas,8.13,79.8,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD028,Fiona Allen,7.53,66.9,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD029,Finn White,6.06,62.9,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD030,Bella Johnson,6.98,68.0,AIDS,3rd,AIDS-8,Prof. Harini Nair
22AD001,Jane Davis,6.79,51.3,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD002,Diana Harris,5.7,40.0,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD003,Fiona Young,7.33,75.0,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD004,Xavier Martinez,7.85,66.6,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD005,Alice Clark,7.15,68.9,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD006,Victor Lee,7.81,83.2,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD007,Chloe Lewis,7.18,63.6,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD008,Jack Brown,6.73,66.5,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD009,Aiden Williams,8.48,69.8,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD010,Bob Jones,8.4,71.4,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD011,Bella Lee,9.39,88.8,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD012,George Brown,7.52,78.6,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD013,John Lee,8.53,81.3,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD014,Jack Jones,7.26,76.5,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD015,Chloe Brown,7.75,72.6,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD016,Lily Taylor,7.51,60.5,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD017,Hannah Young,7.15,61.1,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD018,Xavier Jackson,8.97,62.6,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD019,Wendy Martinez,10.0,83.2,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD020,Mike Garcia,7.31,66.0,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD021,Henry Martin,8.15,92.0,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD022,Victor Walker,7.36,74.4,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD023,Rachel Taylor,6.96,68.2,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD024,Julia Williams,9.32,75.6,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD025,Henry Clark,8.66,86.4,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD026,Quinn Thompson,6.25,56.6,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD027,Sam Moore,8.31,76.6,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD028,Alice King,8.02,69.0,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD029,Emily Clark,7.73,84.0,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
22AD030,Sam Taylor,8.58,74.9,AIDS,3rd,AIDS-9,Prof. Sundar Nathan
21AD001,Grace Young,6.97,63.5,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD002,Julia Clark,7.73,72.9,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD003,Zack Anderson,5.25,63.1,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD004,Daniel Walker,6.33,53.9,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD005,Zack Davis,7.3,70.4,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD006,Mike Jackson,7.92,62.9,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD007,Ian Young,7.4,74.3,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD008,Alice Moore,6.86,63.1,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD009,Mike Martin,7.65,76.5,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD010,Tina Hall,7.63,52.2,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD011,Lily Moore,8.66,80.3,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD012,Jack Harris,8.42,72.9,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD013,Quinn Hall,6.26,60.8,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD014,Grace Smith,8.07,78.8,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD015,Laura King,7.42,75.0,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD016,Nina Thomas,6.45,65.3,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD017,Rachel Davis,8.3,83.1,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD018,Julia Harris,7.24,78.5,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD019,Tina Brown,7.55,62.0,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD020,Daniel Thompson,6.67,59.6,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD021,Bob Lewis,10.0,92.8,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD022,Jane Hernandez,6.79,66.5,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD023,Rachel Allen,6.48,51.6,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD024,Rachel Miller,9.9,92.7,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD025,Diana Martin,7.97,79.7,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD026,Zack Lee,7.0,62.0,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD027,Sam Walker,6.49,61.7,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD028,Paula Clark,7.64,65.7,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD029,Charlie Robinson,7.74,76.6,AIDS,4th,AIDS-10,Dr. Chitra Pillai
21AD030,Bella Robinson,8.08,81.0,AIDS,4th,AIDS-10,Dr. Chitra Pillai
24AM001,Charlie Lewis,8.16,67.0,AIML,1st,AIML-1,Prof. Indu Meena
24AM002,Laura Martin,6.91,67.0,AIML,1st,AIML-1,Prof. Indu Meena
24AM003,Ethan Thompson,8.16,88.4,AIML,1st,AIML-1,Prof. Indu Meena
24AM004,Caleb Hall,7.37,70.3,AIML,1st,AIML-1,Prof. Indu Meena
24AM005,Rachel Thomas,8.09,69.4,AIML,1st,AIML-1,Prof. Indu Meena
24AM006,Mike Smith,5.71,45.5,AIML,1st,AIML-1,Prof. Indu Meena
